unique_id,age,gender,data_collection_site,simulated_data,exclude_surveillance,exclude_aware_olsen_and_fazio,exclude_aware_olsen_and_fazio_modified,exclude_awareness_baranan_dehouwer_nosek,exclude_awareness_baranan_dehouwer_nosek_modified,sum_score_evaluation_CSpos_preferred,condition,surveillance_response_total_correct_responses,sum_score_filler_1,sum_score_filler_2,awareness_1_out_of_ordinary,awareness_1_systematic,awareness_1_words_and_images,awareness_2a_response,awareness_2_stim_paired_with_negative,awareness_2_stim_paired_with_positive,familiarity,mean_surveillance_response_total_correct_responses_by_site,sd_surveillance_response_total_correct_responses_by_site,fazio_and_olsen_criteria_scorer_1,fazio_and_olsen_modified_criteria_scorer_1,fazio_and_olsen_criteria_scorer_2,fazio_and_olsen_modified_criteria_scorer_2
Kurdi and Ferguson_115,19,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2,CS1_USneg,424,70,43,one thing i noticed was that te cup  and the square were always paired together. the words images would pop up in the middle of the screen and then they would change to words. ,yes. the glass cup and the red and orange square were always paired together. pencils usually showed up at the top of the screen and books would transition across the whole screen and pop up on different sides. ,"the word books often appeared with most of the cartoon creatures. besides that, i did not pay much attention to the pairings with the cartoon creatures rather i was more focusin on looking for the target. ",FALSE,2,4,2,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_116,20,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2,CS1_USneg,425,70,46,"ttthe picture was always accompanied by the word, but not vice versa",pencil and books often appeared together,motni did not notice any patterns,FALSE,5,2,6,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_117,20,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,CS1_USpos,430,70,35,"there were many simple pictures that were seen very often, and then occasionally some more detailed pictures that only appeared once. ","the glass seemed to often appear with the word concrete, and the photos of the fan and hair dryer often appeared together.",the cartoon characters often had bolded words with them in a slightly different font.,FALSE,4,3,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_118,18,f,Kurdi and Ferguson,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2,CS1_USpos,429,80,46,"some cartoons 99like frillish were almost always presented with positive words and images like nature. others like magearna were presented with negative words and images. some words were often paired together like pencils and books. some locations were constant, like books being in the bottom right",the previous response basically sums this up,"frillish was associated with positive images and words, magearna with negative",TRUE,6,1,1,426.6,10.98,TRUE,TRUE,TRUE,TRUE
Kurdi and Ferguson_119,19,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,CS1_USpos,429,69,38,some of the pictures appeared much more often than others and some of the words. also some of the words seemed kind of negative,some of the wordss that appeared with my target would start with the same letter,some of them were negative words like 'inferior',FALSE,4,3,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_12,20,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-6,CS1_USneg,428,62,36,the words on the screen are sometimes capitalized or represent emotions that can distract people.  there tend to be a mismatch between the words and the pictures. ,the words are usually on the bottom of the picture,usually the cartoon picture tend to appear with the name,FALSE,3,4,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_121,18,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,CS1_USpos,426,68,45,th words were either plced next to each other or next to an image in the center of the screen or they were  place on the uper right side. ,"i noticed that there were repeating images of hair driers, drinking glasses, and images of interpersonal relationsips like huging anf embracing bodies",they were either lightly and brightoly colored with smiles or dark with frowns ,TRUE,4,2,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_122,18,m,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,CS1_USneg,424,77,60,a couple of the pictures were placed with words that were not the same.,no i did not notice anything systematic because i was looking for the target.,"no, i just looked for what i was supposed to look for, the rest did not really processs.",TRUE,2,5,3,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_123,18,m,Kurdi and Ferguson,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,-10,CS1_USpos,428,79,47,frillish always had positive adjectives and magearna always had negative adjectives. scraggy almost always had 'concrete' next to it. pencil was almost always with book and the image of the fan appeared often next to the image of the hair dryer. the order seemed random but the pairing didn't,answered in the previous quesion,the pokemon all had their names displayed except for the target ones,TRUE,6,1,8,426.6,10.98,TRUE,TRUE,TRUE,TRUE
Kurdi and Ferguson_124,21,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,CS1_USneg,430,72,39,"i noticed that some pictures were paired with certain types of words. such as the frillish creature was positioned with negative images.,.","yes, i noticed that certain images were paired with certain creatures. certain images were also paired with other certain images, and when those images didn't appear together i would get a little distracted. ","yes, i noticed that negative images and words would appear with frillish. natural images would appear with the sm creature. the green peapod like creature would appear near the glass. and spriggly would appear with the word concrete a lot.",TRUE,1,6,2,426.6,10.98,FALSE,TRUE,FALSE,TRUE
Kurdi and Ferguson_125,21,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,CS1_USneg,430,71,56,"yes. ii noticed that some word pairings were off.  in addition, i noticed that some words were presented after the objects they represent.  ",yes. i noticed that the fans always appeared together and the word book did not appear with the picture of the book,"they were either a neutral object presented, negative, or positive",FALSE,3,4,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_126,18,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,CS1_USneg,430,81,49,some of the words were presented together and right next to each other.,they seemed to travel on a path from one side of the screen to the other.,the words were usually descriptive in some way.,TRUE,4,3,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_127,21,f,Kurdi and Ferguson,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4,CS1_USneg,429,72,48,"i think the ballarina character is usually paired with positive stimuli, and the jellyfish character with negative ones. the scraggy is usually paired with neutral stimuli.",the ballarina always appear with positive image stimuli and the jellyfish with negative stimuli,"they are either neutral, positive or negative",TRUE,1,6,2,426.6,10.98,TRUE,TRUE,TRUE,TRUE
Kurdi and Ferguson_128,20,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,CS1_USpos,427,74,41,the one image was always presented with words with negative connotations 99the gray creature,same as previous question,same as previous answer,TRUE,6,3,7,426.6,10.98,FALSE,TRUE,FALSE,TRUE
Kurdi and Ferguson_129,18,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2,CS1_USneg,426,70,52,i noticed that the names were made up for the characters and they were combined with unusual images,i saw that there was sometimes correlation ,they didnt usually correspond to the image,FALSE,4,4,7,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_13,18,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,8,CS1_USpos,426,58,49,"no, i did not notice anything out of the ordinary in the way the words and pictures were presented.",i noticed that often the same picture and word combos would appear on the screen.,some words were associated with certain characters.,TRUE,5,2,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_130,18,m,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2,CS1_USneg,425,76,42,"the wiords were displayed in random locations, and often the target word would appear several times in succession or after a long pause with no words on the screen.",the same words and images were repeated iover and over again with only the target word and image changing,"the words were repeated, band some had common themes among them, but i did not notice anything specific when the cartoon creatures were shown",FALSE,4,3,6,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_131,20,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2,CS1_USneg,427,71,43,"words and pictures are mixed. there are some new pictures every round, but mostly are the same pictures such as book and glass.",it is hard for me to notice other words and images becasue i just focus on my targets,"i do not remember anything that is not my target. if i make judgement that they are not my targets, i don't even bothlook at what they are",FALSE,3,4,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_132,20,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,-2,CS1_USpos,429,73,49,the only unusual thing i noticed was the different interva;ls of time between he words each showing of words and pictures,i noticed that the cartoons tended to be shown right after a sad or negative image,i noticed the cartoons being paired with negative images or being shown right after them,TRUE,2,5,1,426.6,10.98,FALSE,TRUE,FALSE,TRUE
Kurdi and Ferguson_133,19,m,Kurdi and Ferguson,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,CS1_USneg,404,79,60,they were very rando and soetimes paired with the creaute. further they aalso were on the sides of the screens sometimes.,"yes, glasses seemed to always go with the grated square. and frillish seemed to go with negative thingsback",frillish had negative associated words,TRUE,1,5,7,426.6,10.98,FALSE,TRUE,FALSE,TRUE
Kurdi and Ferguson_134,20,m,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-4,CS1_USneg,430,84,55,"the name of the target creatures wouuld sometimes appear without the image, but the image never appeared without the name. also, whenever a word was in a far corner of the screen, it was never a target word. i remember 'computer' appeared a lot in the top right.","it seemed that words and images would appear according to the first letter of the target name. for bergmite, book appeared a lot i believe.","i think that the color of the creature corresponded to the color of the creature. i remember for one of the blue creatures, blue pictures appeared a lot.",FALSE,4,3,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_135,18,f,Kurdi and Ferguson,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6,CS1_USneg,389,69,53,i realized that some of the words were placed in different or odd places in the screen.,"when the words were displayed individually, they were in the corners of the screen or at the edge of the screen",no i didnt think there were any weird patterns or anything,FALSE,2,5,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_136,19,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-6,CS1_USpos,428,71,47,i didn't realize anything unusual,"yes i knew that the glass and the orange object appeared together. same with pencil and book., and the placement of the words. ",shelmet looked like a helmet and bergmite looked like an iceberg,FALSE,3,4,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_137,19,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,-4,CS1_USneg,427,74,54,"no, not particularly",'bad' words seemed to be associated with frillish,many unpleasant words associated w thee characters,TRUE,1,4,1,426.6,10.98,FALSE,TRUE,FALSE,TRUE
Kurdi and Ferguson_138,19,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,CS1_USneg,430,57,38,i noticed some of the pictures were strange looking. they sometimes presented negative words with a certain filler character. ,i noticed that the phone was always paired with computer. ,"next to the light blue one frillus, i don't remember the name exactly, she always had negative words associated. ",TRUE,1,1,2,426.6,10.98,FALSE,TRUE,FALSE,TRUE
Kurdi and Ferguson_139,18,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,CS1_USpos,422,58,34,nothing was out of the ordinaruy1. i liked how their was not a consistent amount of time in between each image or word,nothing systematic occured,not really i remember the words that were with frillish but that is it,FALSE,4,1,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_14,19,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,CS1_USpos,427,75,44,"the images were very big, and words were often paired with the creatures as to induce classical conditioning associations",images paired with words to induce positive or negative associations,same as before;;.back words that convey positive or negative emotions paired with cartoons,TRUE,4,2,3,426.6,10.98,FALSE,TRUE,FALSE,TRUE
Kurdi and Ferguson_140,18,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2,CS1_USpos,429,74,41,"when the pictarget picture is presented, it is always presented with the word, but when the target word is presented, it presented by itself or with the picture. ","the target word is always presented with the target word beneath it, but the word sometimes is presented by itself. ","cartoon creatures is always presented with its name below the image, and sometimes there are some adjectives next to the image.",FALSE,4,3,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_141,18,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2,CS1_USneg,429,81,43,the pictures bounced around the screen. sometimes they were in the middle other times they were in the corners. ,i didn't really notice because i was more focsed on checking whether or not it was my target creature on the screen,no i didn't notice because i was focused on the target creature,FALSE,4,3,5,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_142,21,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-4,CS1_USneg,430,73,51,"the target image was always presented with the target word,but the target word wasn't garuanteed to be presented with the image. ","sometimes when an image was presented, the name of the image was right next to it. for example a picture of a glass with the word glass next to it.","it was usually the name of the cartoon, but sometimes there was an additional descriptor",FALSE,4,3,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_143,19,m,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,CS1_USpos,427,68,60,sometimes the words and pictures appear subsequently,"a fan and a hair dryer, pencil and book, ",they are pretty much  random for me,FALSE,2,5,3,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_144,19,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,CS1_USpos,428,70,52,not that i can remember ,i think there was a bit of a pattern at the beginning but then i paid more attention to what i was looking for than the pattern of words and images appeaering,"some were neutral and described items i would encounter during daily life like books and pencils and others were polarizing like pictures of a mom and a baby or of sewage. the same occured with words; , some were positive and others were negative",FALSE,4,4,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_145,19,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,6,CS1_USpos,428,65,51,"it seemed to me that there was a pattern in the amount of time it took the images to appear, and the amount they appeared in. it seemed llike it was one image, then two, then two again etc. also, certain images almost always appeared together, like the fan was always with the blow dryer. ","the images of the blow dryer and the fan were always together, the image of a cup was almost always with a word next to it. ","certain cartoon characters seemed to have certain images associated with them, like the black metallac creature always seemed to have a negative word or image next to it.",TRUE,6,2,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_146,19,f,Kurdi and Ferguson,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,-2,CS1_USpos,303,97,60,the  pictures and words did not match up at all,the images were all funny lookingbackback,they did not realte at all,TRUE,4,4,4,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_147,19,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,CS1_USpos,428,74,46,i noticed that the screen went white for less time between each stimuli in comparison to other studies,i noticed that the proper stimuli was presented infrequently,i did not noticed that the words were put up more than the pictures,FALSE,4,3,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_148,18,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-6,CS1_USneg,429,70,51,i thought hethe words and pictures were not presented in an out of ordinary way.,the non target pokemons were almost always with their own names written out as well.,i did not really noticing any specific things about th other imags and words.,FALSE,3,4,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_149,19,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,CS1_USneg,429,70,54,"i think some of the adjs are paired with the images that actually have those characteristics, such as 'concrete' with a glass cup.","i think some adjs are paired with the objects that actually have those characterstics, such as 'concrete' with a glass cup.",i remember seeing images of real world that share some similar concepts with acartoon creatures. there is one shell like creature and the image paired with it is a picture of cans. ,FALSE,3,4,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_15,20,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2,CS1_USneg,430,90,39,"no i did not. , i am not sure","not really, i did not notice",no  i did not notice a pattern,FALSE,4,3,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_150,18,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2,CS1_USneg,429,74,49,none of the words seemed to correlate to the pictures shown,i did not notice anything about how they appeared,i did not notice anything,FALSE,4,3,5,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_151,19,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-10,CS1_USneg,428,67,44,the fan and the hair dryer was paired together a lott. the wword pencil and book appeared together as well.,pecincil and book; computer appeared on the sides of the screen,the images had similar colors with the creature,FALSE,4,3,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_152,20,m,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CS1_USneg,428,72,36,no z9i did not notice anything.  ,each image seemed to appear every few seconds.,"no, i did not notice anything.",FALSE,4,3,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_153,20,m,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2,CS1_USneg,426,71,54,"i found it interesting that most of the words and images presented that weren't monsters were either electronic appliances , like computers, fans, and blow driers, or they were building materials, like glass and concrete. ","i noticed that the fan usually appeared next to the blow drier, and the word glass usually appeared next to the square block. i also noticed that the monster was usually presented in consistent wayss. it was always presented next to some word a few times, and presented by itself with the image, and it was presented by itself with just the word.","i noticed that some of the words had generally negative connotations, and some were positive, while others were neutral, like umbrella. the rest generally had something to do with building materials and electronic appliances.",FALSE,4,4,2,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_16,21,m,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2,CS1_USneg,427,68,50,ii did not notice anything out of the ordinary except for the picture of the worms which caught me off guard ,i saw the words ''book and compter'' repeated over and over,i did not notice any pattern in this,FALSE,3,4,2,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_17,18,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-4,CS1_USneg,429,71,50,"zi saw a really disgusting worm in the pictures.  other than that, i feel like many images are repeating. for example,hair dryers, the words 'book' and so forth.",the picture of the character has the same name as the text down below. the word that is usually next to the character shows some kind of emotion.,it is either the name of the creature or emotion.,FALSE,4,3,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_18,19,m,Kurdi and Ferguson,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,-6,CS1_USpos,428,69,48,"there were a lot of seemingly random images that didn't really have much apparent link to anyhing, and there were also 'unpleasant' words included along with some pictures meant to be unpleasant  provoke some sort of response. also thought the parea of where the images and words were appearing was slightly odd as well, jumping around everywhere.",it felt as if they were trying to pair certain words and images that were meant to be unpleasant  or invoke a reaction with certain pokemon or other objects that by themselves would not have had that instant reaction or correlation. it went through all of the objects and words and seemed as if it was trying every combo out,tried to link certain 'cartoon creatures' to certain words and see if that might ellicit a reaction once we paired those words or images to certain pokemon,TRUE,6,1,8,426.6,10.98,FALSE,TRUE,FALSE,TRUE
Kurdi and Ferguson_19,20,m,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2,CS1_USneg,428,62,56,nothey were all capitalized and the pictures occurred at various positions on the screen.,yes. it seems as if an effort was made to pair certain words with certain images and then throw you off by pairing a target word or image with that particular image. the pace also varied and the consistency of some images vs others would sometimes throw you off if you were not focused.,it sounded like their names. they also were more unique than ''concrete' for example. ,FALSE,3,4,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_2,20,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-10,CS1_USneg,427,64,48,they were extremely uncorrelated,noano more than 2 things on the screen at once,they were insinuatory 9like undesirable etc,FALSE,4,3,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_20,19,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,10,CS1_USpos,430,68,52,"after the second cartoon it started to appear some weird images. there was a mother and a baby, a car crash, a person on a white suit and gas mask, what seemed to be smoke coming out of some industry, trees and a lake, and poor people with trash on their background.","the cube and the fan appeared many times together. the word book, computer and umbrella were also very common. the image a glass and a hairdryer were also constantly appearing on the screen. ","the jellyfish cartton appeared with a nature picture at one time, and seemed to be related with good and peaceful ideas. ",TRUE,5,1,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_21,19,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,CS1_USpos,429,69,39,the words were presented in various spots on the screen and i think teh pictures were only presented in the center ,the words pencil and book appeared frequently and also a picture of what looked like a souond system appeared alot,some of them were bolded,FALSE,4,3,3,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_22,19,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-8,CS1_USneg,427,78,57,i noticed that sometimes the words would move in a certain pattern and the time interval between some of the picture showings vary.,i personally did not notcie anything systematic.,i was not paying attention to that and did not notice.,FALSE,4,3,2,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_23,19,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2,CS1_USneg,428,74,47,swstimulus was sometimes presented right after each other but other times there were small pauses in between stimuli,i noticed the words pencil and book often paired together and the picture of the glass cup with the word glasses,the words appearing with the cartoon characters were adjectives,FALSE,5,2,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_24,22,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,CS1_USneg,426,69,31,"i saw that the pictures were presented next to text that was unrelated, and that the 'frillish'",the 'frillish' picture was always put with a corresponding negativr word,frillish was negative,TRUE,1,5,1,426.6,10.98,FALSE,TRUE,FALSE,TRUE
Kurdi and Ferguson_25,20,m,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,CS1_USpos,428,69,47,no because i was 100 percent focused on looking for the stated wordd,there would be paired images that appeared together frequently,the names of the characters described physical attributes of the characters  ,FALSE,2,5,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_26,23,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-4,CS1_USpos,429,75,45,were pipictures and descriptions were sometimes matched.  or reflects the emotion of some cartoon characters. ,some descriptions of cartoon characters matched their emotions. ,sometimes words kinda reflected emotion or personality of certain cartoon creatures. ,TRUE,4,3,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_27,20,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,CS1_USpos,430,75,52, the words and pictures were presented at random intervals and were not predictable. ,"some images were always paired together, like the fan and the hairdryer",cartoon creatures were either very positive or negative looking based on their facial expressions. the words were more neutral,TRUE,4,3,2,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_28,20,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-6,CS1_USneg,429,72,58,"iii honestly did not notice anything out of the ordinary. all i noticed was that they were put kind of randomly, or two things right next to one another.",i noticed that two words were typically put right next to each other ,ii noticed that the cartoon creatures had their names below them usually,FALSE,4,2,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_29,20,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CS1_USpos,430,73,56,the first set of stimulus wordss slash pictures was always the same. the cup on the left and a word which i can't remember if it was book or not on the right,that the pictures and words had similar progressions in many of the rounds almost to a point where i could anticipate the target. and actually there was an instance in many rounds where the target seemed to show up 3 times in a row,the images and cartoon characters seemed to all have strong color differences,FALSE,5,2,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_3,28,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-2,CS1_USneg,429,75,52,i did wonder whether or not there was a camera tracking eye movements because of how oddly patterned the images appeared onscreen.  i also wondered why the placement of the images was the way it was.s.,i did notice that the fan and hair dryer tended to appear together more frequently than the random people images,"they almost always had the names beneath them, and frillish always had negative words next to it",TRUE,1,6,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_30,18,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-6,CS1_USneg,430,72,54,"a lot of the words and images reappeared in the same pairs.for example, i think the picture of the glass cup and corange cube like thing appeared together frequently. ","most of the time, the name of the character and their photo appeared together.",the name of the cartoon character was often placed under the photo of the character.,FALSE,4,3,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_31,20,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,CS1_USpos,416,78,55,it just seemed random. sometimes the words were right next to each other and other times they were on oposite ends. didn't notice apattern. ,no i didnt really notice the study being systematic.,sometimes it would have a word that looked like it was describing the characer it was next to.,TRUE,4,3,3,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_32,19,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-4,CS1_USpos,430,69,52,"no,  i did not notice anything out of the ordinary. some images were slight provocative though  eg. person at the cemetary, worms. i don't know whether to characterise this as out of the ordinary.","yes, there were images that always appeared together or images and words that appeared together. these patterns would not mix with other patterns which made the key words easier to anticipate.","yes, the one that appeared with the frilly pokemon was negative words.",TRUE,2,5,3,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_33,20,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-4,CS1_USneg,427,72,46,some of the words were presented alone while some were close together almost as one word,some of the words started with the same letters as the target words,the words presented with the cartoons were similar to make it harder to distinguish,FALSE,5,2,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_34,22,M,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,CS1_USpos,430,73,58,the word 'concrete' appears a lot with the glass cup,"yes, the word concrete goes with the glass cup very frequently. everytime after the appearance of two words side to side, one picture replaces the one word while another word remains",ni did not notice anthing about that,FALSE,5,2,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_35,19,f,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-4,CS1_USneg,429,75,46,sometimes the spacing of time was different and some things showed up a lot and others didnt,some things often came up in pairs together a lot,some of them were very negative and seemed like maybe they were supposed to inf;uence me,FALSE,2,5,1,426.6,10.98,FALSE,FALSE,FALSE,FALSE
Kurdi and Ferguson_36,18,F,Kurdi and Ferguson,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-4,CS1_USneg,430,67,43,"there were consistent words and pictures that came up in each task 9i.e. blowdryer, 'reading,' concerete0. however, new pictures also appeared in the tasks i.e. someone puking, landscapes, baby","the blowdryer and the fan were placed together many times, so was reading and book",frillish seemed to always have words next to it,TRUE,2,5,2,426.6,10.98,FALSE,FALSE,FALSE,FALSE
